src,dst,day
172.016.114.148,137.245.085.134,3
172.016.112.194,195.073.151.050,3
230.001.010.020,172.016.112.050,3
230.001.010.020,172.016.112.050,3
135.013.216.191,172.016.113.050,3
192.168.001.001,194.027.251.021,3
199.174.194.003,172.016.114.050,3
010.020.030.040,172.016.112.050,3
172.016.115.234,209.067.023.077,3
010.020.030.040,172.016.112.050,3
172.016.112.207,198.031.087.051,3
230.001.010.020,172.016.112.050,3
194.027.251.021,192.168.001.001,3
010.020.030.040,172.016.112.050,3
192.168.001.001,207.230.054.203,3
230.001.010.020,172.016.112.050,3
192.168.001.001,194.027.251.021,3
010.020.030.040,172.016.112.050,3
135.013.216.191,172.016.113.050,3
192.168.001.010,172.016.112.050,3
010.020.030.040,172.016.112.050,3
209.074.060.168,172.016.113.050,3
010.020.030.040,172.016.112.050,3
192.168.001.001,194.027.251.021,3
172.016.114.168,207.046.131.137,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
207.230.054.203,192.168.001.001,3
135.013.216.191,172.016.113.050,3
172.016.112.194,159.142.001.202,3
172.016.114.148,192.150.012.102,3
172.016.116.201,165.001.059.135,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
192.168.001.001,207.230.054.203,3
010.020.030.040,172.016.112.050,3
172.016.116.044,205.181.112.065,3
172.016.117.132,207.121.186.190,3
230.001.010.020,172.016.112.050,3
196.227.033.189,172.016.112.149,3
172.016.113.105,206.071.077.228,3
199.174.194.182,172.016.114.050,3
172.016.117.103,205.181.112.065,3
194.027.251.021,192.168.001.001,3
199.174.194.223,172.016.114.050,3
172.016.114.169,192.080.075.196,3
172.016.116.194,207.068.158.015,3
192.168.001.001,194.027.251.021,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.116.201,207.060.086.027,3
166.102.114.043,172.016.113.050,3
195.073.151.050,172.016.113.105,3
172.016.114.148,208.147.015.030,3
010.020.030.040,172.016.112.050,3
209.030.071.132,172.016.112.050,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
135.013.216.191,172.016.113.050,3
209.074.060.168,172.016.113.050,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
166.102.114.043,172.016.113.050,3
192.168.001.020,192.168.001.010,3
172.016.112.194,204.071.242.042,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
192.168.001.001,255.255.255.255,3
172.016.114.148,194.175.173.134,3
172.016.113.084,199.095.074.090,3
192.168.001.001,194.027.251.021,3
230.001.010.020,172.016.112.050,3
199.174.194.033,172.016.114.050,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
197.182.091.233,172.016.113.084,3
202.077.162.213,172.016.017.005,3
172.016.115.234,137.245.085.134,3
172.016.117.052,209.001.224.013,3
010.020.030.040,172.016.112.050,3
199.174.194.203,172.016.114.050,3
230.001.010.020,172.016.112.050,3
172.016.114.168,137.245.085.134,3
209.074.060.168,172.016.113.050,3
230.001.010.020,172.016.112.050,3
194.027.251.021,192.168.001.001,3
230.001.010.020,172.016.112.050,3
194.027.251.021,192.168.001.001,3
166.102.114.043,172.016.113.050,3
194.027.251.021,192.168.001.001,3
172.016.113.204,209.061.101.125,3
010.020.030.040,172.016.112.050,3
209.074.060.168,172.016.113.050,3
172.016.114.169,167.008.029.016,3
135.013.216.191,172.016.113.050,3
166.102.114.043,172.016.113.050,3
199.174.194.025,172.016.114.050,3
010.020.030.040,172.016.112.050,3
172.016.114.050,206.048.044.063,3
192.168.001.001,194.027.251.021,3
166.102.114.043,172.016.113.050,3
172.016.113.204,204.071.242.042,3
230.001.010.020,172.016.112.050,3
194.027.251.021,192.168.001.001,3
010.020.030.040,172.016.112.050,3
209.154.098.104,172.016.114.050,3
166.102.114.043,172.016.113.050,3
230.001.010.020,172.016.112.050,3
166.102.114.043,172.016.113.050,3
192.168.001.001,207.230.054.203,3
172.016.117.052,205.181.112.065,3
209.012.013.178,172.016.112.050,3
172.016.114.148,204.162.080.136,3
230.001.010.020,172.016.112.050,3
199.174.194.135,172.016.114.050,3
172.016.117.111,128.227.047.013,3
010.020.030.040,172.016.112.050,3
172.016.112.149,205.131.175.002,3
010.020.030.040,172.016.112.050,3
166.102.114.043,172.016.113.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
199.174.194.100,172.016.114.050,3
010.020.030.040,172.016.112.050,3
194.027.251.021,192.168.001.001,3
172.016.114.169,199.095.074.090,3
230.001.010.020,172.016.112.050,3
207.230.054.203,192.168.001.001,3
230.001.010.020,172.016.112.050,3
172.016.115.234,207.025.071.145,3
172.016.116.201,209.140.152.009,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.117.111,207.046.130.167,3
194.027.251.021,192.168.001.001,3
166.102.114.043,172.016.113.050,3
010.020.030.040,172.016.112.050,3
172.016.117.103,208.197.035.096,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
172.016.113.204,198.095.249.081,3
172.016.115.005,136.149.142.178,3
194.027.251.021,192.168.001.001,3
010.020.030.040,172.016.112.050,3
172.016.114.168,152.163.212.124,3
192.168.001.001,207.230.054.203,3
010.020.030.040,172.016.112.050,3
135.013.216.191,172.016.113.050,3
172.016.115.005,165.166.112.206,3
010.020.030.040,172.016.112.050,3
172.016.115.234,207.025.071.128,3
010.020.030.040,172.016.112.050,3
172.016.116.194,194.213.074.063,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
166.102.114.043,172.016.113.050,3
166.102.114.043,172.016.113.050,3
194.027.251.021,192.168.001.001,3
166.102.114.043,172.016.113.050,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
230.001.010.020,172.016.112.050,3
172.016.117.052,208.153.239.009,3
166.102.114.043,172.016.113.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.116.201,209.143.214.063,3
166.102.114.043,172.016.113.050,3
230.001.010.020,172.016.112.050,3
172.016.117.052,209.001.224.015,3
172.016.114.168,197.218.177.069,3
172.016.117.132,167.008.029.016,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.114.168,135.013.216.191,3
194.027.251.021,192.168.001.001,3
230.001.010.020,172.016.112.050,3
207.230.054.203,192.168.001.001,3
195.115.218.108,172.016.113.204,3
194.027.251.021,192.168.001.001,3
199.174.194.102,172.016.114.050,3
194.027.251.021,192.168.001.001,3
010.020.030.040,172.016.112.050,3
135.013.216.191,172.016.113.050,3
172.016.115.234,134.205.165.120,3
207.230.054.203,192.168.001.001,3
172.016.117.111,136.149.142.178,3
207.230.054.048,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
192.168.001.001,207.230.054.203,3
195.115.218.108,172.016.114.050,3
199.174.194.206,172.016.114.050,3
199.174.194.050,172.016.114.050,3
172.016.112.194,203.120.090.111,3
172.016.116.044,143.166.082.002,3
135.013.216.191,172.016.113.050,3
230.001.010.020,172.016.112.050,3
209.074.060.168,172.016.113.050,3
172.016.116.201,206.079.229.017,3
172.016.114.148,207.046.131.015,3
172.016.117.132,208.134.241.210,3
192.168.001.001,208.239.005.230,3
194.027.251.021,192.168.001.001,3
010.020.030.040,172.016.112.050,3
172.016.116.044,205.185.055.049,3
010.020.030.040,172.016.112.050,3
172.016.117.132,209.001.092.190,3
010.020.030.040,172.016.112.050,3
172.016.117.103,169.144.068.011,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.116.044,205.180.060.014,3
192.168.001.001,207.230.054.203,3
194.027.251.021,192.168.001.001,3
172.016.114.148,167.008.029.016,3
172.016.113.204,205.132.175.210,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
166.102.114.043,172.016.113.050,3
172.016.116.194,208.134.241.157,3
192.168.001.001,207.230.054.203,3
172.016.113.084,209.139.058.067,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.116.044,206.253.217.008,3
172.016.117.111,199.060.229.031,3
172.016.112.149,198.003.101.005,3
172.016.114.169,194.007.248.153,3
172.016.114.169,206.132.025.071,3
172.016.113.084,206.099.246.005,3
192.168.001.001,207.230.054.203,3
010.020.030.040,172.016.112.050,3
172.016.117.111,205.181.112.065,3
172.016.114.148,205.231.056.010,3
172.016.117.052,207.229.128.201,3
192.168.001.001,192.168.001.010,3
172.016.112.194,166.077.013.117,3
209.074.060.168,172.016.113.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
207.230.054.203,192.168.001.001,3
010.020.030.040,172.016.112.050,3
192.168.001.001,207.230.054.203,3
197.218.177.069,172.016.114.050,3
172.016.114.207,207.025.071.022,3
172.016.115.005,208.142.127.003,3
010.020.030.040,172.016.112.050,3
172.016.116.044,207.025.071.145,3
172.016.117.103,205.181.112.065,3
197.182.091.233,172.016.114.168,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
230.001.010.020,172.016.112.050,3
166.102.114.043,172.016.113.050,3
172.016.114.168,194.007.248.153,3
172.016.112.020,192.168.001.010,3
172.016.114.169,164.062.007.011,3
172.016.112.149,207.077.090.095,3
010.020.030.040,172.016.112.050,3
166.102.114.043,172.016.113.050,3
194.007.248.153,172.016.114.148,3
172.016.115.234,205.181.112.067,3
192.168.001.005,192.168.001.001,3
199.174.194.136,172.016.114.050,3
172.016.116.194,205.181.112.067,3
209.074.060.229,172.016.112.050,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.114.148,152.163.214.021,3
230.001.010.020,172.016.112.050,3
230.001.010.020,172.016.112.050,3
230.001.010.020,172.016.112.050,3
207.230.054.203,192.168.001.001,3
192.168.001.001,207.230.054.203,3
192.168.001.001,194.027.251.021,3
010.020.030.040,172.016.112.050,3
172.016.115.087,205.181.112.065,3
192.168.001.001,207.230.054.203,3
209.074.060.168,172.016.113.050,3
172.016.116.194,207.201.105.013,3
230.001.010.020,172.016.112.050,3
172.016.114.168,137.241.250.070,3
172.016.115.087,204.094.214.011,3
207.075.239.115,172.016.118.080,3
172.016.113.204,209.185.043.144,3
135.008.060.182,172.016.113.050,3
209.074.060.168,172.016.113.050,3
172.016.115.234,038.015.065.125,3
010.020.030.040,172.016.112.050,3
207.230.054.203,192.168.001.001,3
172.016.113.204,209.038.241.059,3
010.020.030.040,172.016.112.050,3
207.230.054.203,192.168.001.001,3
135.013.216.191,172.016.113.050,3
172.016.116.194,199.094.100.002,3
192.168.001.001,194.027.251.021,3
230.001.010.020,172.016.112.050,3
172.016.112.149,204.202.136.240,3
192.168.001.010,172.016.112.020,3
209.074.060.168,172.016.113.050,3
192.168.001.001,194.027.251.021,3
172.016.115.087,207.025.071.127,3
172.016.113.204,205.228.203.196,3
172.016.112.194,205.181.112.036,3
199.174.194.016,172.016.118.020,3
010.020.030.040,172.016.112.050,3
135.008.060.182,172.016.113.105,3
010.020.030.040,172.016.112.050,3
135.013.216.191,172.016.113.050,3
010.020.030.040,172.016.112.050,3
194.027.251.021,192.168.001.001,3
192.168.001.010,172.016.112.020,3
192.168.001.001,207.230.054.203,3
192.168.001.001,194.027.251.021,3
135.013.216.191,172.016.113.050,3
199.174.194.080,172.016.114.050,3
172.016.112.207,195.073.151.050,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
192.168.001.001,194.027.251.021,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.113.084,187.187.187.187,3
192.168.001.001,194.027.251.021,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.112.194,209.185.102.233,3
135.013.216.191,172.016.113.050,3
230.001.010.020,172.016.112.050,3
166.102.114.043,172.016.113.050,3
230.001.010.020,172.016.112.050,3
172.016.115.087,206.132.025.081,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
172.016.112.207,032.097.253.056,3
194.027.251.021,192.168.001.001,3
166.102.114.043,172.016.113.050,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
197.182.091.233,172.016.112.020,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
010.020.030.040,172.016.112.050,3
135.008.060.182,172.016.114.207,3
230.001.010.020,172.016.112.050,3
172.016.112.149,195.115.218.108,3
209.074.060.168,172.016.113.050,3
172.016.117.052,207.046.130.139,3
172.016.115.234,207.025.071.022,3
010.020.030.040,172.016.112.050,3
230.001.010.020,172.016.112.050,3
010.020.030.040,172.016.112.050,3
195.073.151.050,172.016.113.105,3
230.001.010.020,172.016.112.050,3
135.013.216.191,172.016.113.050,3
172.016.117.052,209.143.199.093,3
195.073.151.050,172.016.113.105,3
010.020.030.040,172.016.112.050,3
172.016.114.169,204.071.200.044,3
207.075.239.115,172.016.114.050,3
010.020.030.040,172.016.112.050,3
135.013.216.191,172.016.113.050,4
166.102.114.043,172.016.113.050,4
230.001.010.020,172.016.112.050,4
172.016.115.005,205.147.195.066,4
230.001.010.020,172.016.112.050,4
166.102.114.043,172.016.113.050,4
207.075.239.115,172.016.112.001,4
010.020.030.040,172.016.112.050,4
172.016.113.204,207.046.131.015,4
135.013.216.191,172.016.113.050,4
194.027.251.021,192.168.001.001,4
196.037.075.158,172.016.114.050,4
194.027.251.021,192.168.001.001,4
195.115.218.108,172.016.114.050,4
196.037.075.158,172.016.114.207,4
207.230.054.203,192.168.001.001,4
172.016.115.234,206.132.025.051,4
010.020.030.040,172.016.112.050,4
135.013.216.191,172.016.113.050,4
230.001.010.020,172.016.112.050,4
135.013.216.191,172.016.114.168,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
230.001.010.020,172.016.112.050,4
172.016.116.194,205.168.248.010,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
166.102.114.043,172.016.113.050,4
209.074.060.168,172.016.113.050,4
166.102.114.043,172.016.113.050,4
196.037.075.158,172.016.114.050,4
172.016.115.234,062.052.069.131,4
172.016.114.148,209.094.029.136,4
172.016.114.148,194.027.251.021,4
010.020.030.040,172.016.112.050,4
172.016.114.169,137.245.085.134,4
209.074.060.168,172.016.113.050,4
010.020.030.040,172.016.112.050,4
207.230.054.203,192.168.001.001,4
010.020.030.040,172.016.112.050,4
207.075.239.115,172.016.014.050,4
135.013.216.191,172.016.113.050,4
199.174.194.219,172.016.114.050,4
192.168.001.001,194.027.251.021,4
010.020.030.040,172.016.112.050,4
192.168.001.001,194.027.251.021,4
172.016.117.103,137.245.085.134,4
172.016.114.148,205.181.112.066,4
172.016.116.201,204.202.129.232,4
172.016.115.234,192.168.001.010,4
172.016.113.204,207.077.090.095,4
207.230.054.203,192.168.001.001,4
172.016.115.234,204.097.002.002,4
194.027.251.021,172.016.113.204,4
172.016.116.194,209.067.029.015,4
172.016.114.050,197.182.091.115,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
135.013.216.191,172.016.113.050,4
172.016.116.194,167.008.029.015,4
230.001.010.020,172.016.112.050,4
192.168.001.001,207.230.054.203,4
192.168.001.001,192.168.001.010,4
010.020.030.040,172.016.112.050,4
135.013.216.191,172.016.113.050,4
010.020.030.040,172.016.112.050,4
192.168.001.001,207.230.054.203,4
196.037.075.158,172.016.114.050,4
135.013.216.191,172.016.113.050,4
172.016.116.044,152.163.210.009,4
166.102.114.043,172.016.113.050,4
192.168.001.001,194.027.251.021,4
010.020.030.040,172.016.112.050,4
199.174.194.178,172.016.114.050,4
135.013.216.191,172.016.113.050,4
194.027.251.021,192.168.001.001,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
192.168.001.001,194.027.251.021,4
197.218.177.069,172.016.113.105,4
230.001.010.020,172.016.112.050,4
230.001.010.020,172.016.112.050,4
192.168.001.020,192.168.001.010,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
192.168.001.001,194.027.251.021,4
010.020.030.040,172.016.112.050,4
172.016.115.005,207.121.188.040,4
135.013.216.191,172.016.113.050,4
010.020.030.040,172.016.112.050,4
194.027.251.021,192.168.001.001,4
172.016.115.234,206.026.036.139,4
010.020.030.040,172.016.112.050,4
172.016.114.148,196.227.033.189,4
230.001.010.020,172.016.112.050,4
172.016.117.111,205.181.112.046,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.115.005,209.019.139.185,4
172.016.112.020,192.168.001.010,4
010.020.030.040,172.016.112.050,4
135.013.216.191,172.016.113.050,4
172.016.115.087,208.134.241.210,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
209.074.060.168,172.016.113.050,4
192.168.001.001,194.027.251.021,4
230.001.010.020,172.016.112.050,4
172.016.115.005,151.196.069.230,4
209.074.060.168,172.016.113.050,4
166.102.114.043,172.016.113.050,4
172.016.116.044,134.131.037.135,4
230.001.010.020,172.016.112.050,4
135.013.216.191,172.016.113.050,4
010.020.030.040,172.016.112.050,4
192.168.001.010,172.016.112.020,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.116.201,204.071.242.042,4
172.016.112.194,194.098.182.104,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.115.234,208.134.241.210,4
207.230.054.203,192.168.001.001,4
192.168.001.001,207.230.054.203,4
209.074.060.138,172.016.112.050,4
010.020.030.040,172.016.112.050,4
209.001.012.029,172.016.112.050,4
230.001.010.020,172.016.112.050,4
172.016.114.169,209.019.139.185,4
192.168.001.001,194.027.251.021,4
135.013.216.191,172.016.113.050,4
010.020.030.040,172.016.112.050,4
172.016.117.103,167.008.029.016,4
230.001.010.020,172.016.112.050,4
166.102.114.043,172.016.113.050,4
230.001.010.020,172.016.112.050,4
135.008.060.182,172.016.114.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
192.168.001.001,194.027.251.021,4
172.016.112.207,208.134.241.211,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
192.168.001.001,194.027.251.021,4
207.230.054.203,192.168.001.001,4
172.016.112.194,197.218.177.069,4
172.016.115.005,131.100.110.099,4
194.027.251.021,192.168.001.001,4
010.020.030.040,172.016.112.050,4
135.013.216.191,172.016.113.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.116.201,207.025.146.153,4
010.020.030.040,172.016.112.050,4
172.016.117.103,204.071.242.042,4
172.016.114.207,207.025.071.029,4
197.182.091.233,172.016.112.149,4
192.168.001.010,172.016.112.020,4
230.001.010.020,172.016.112.050,4
230.001.010.020,172.016.112.050,4
195.115.218.108,172.016.114.050,4
166.102.114.043,172.016.113.050,4
194.027.251.021,192.168.001.001,4
172.016.112.149,207.046.131.135,4
209.074.060.168,172.016.113.050,4
010.020.030.040,172.016.112.050,4
194.027.251.021,192.168.001.001,4
206.048.044.018,172.016.112.050,4
230.001.010.020,172.016.112.050,4
230.001.010.020,172.016.112.050,4
172.016.112.050,135.008.060.182,4
172.016.112.149,207.046.179.015,4
172.016.113.204,152.163.214.011,4
172.016.116.044,137.245.085.134,4
208.253.077.185,172.016.113.050,4
172.016.117.052,207.115.134.028,4
010.020.030.040,172.016.112.050,4
172.016.112.207,204.152.167.020,4
010.020.030.040,172.016.112.050,4
192.168.001.001,192.168.001.005,4
172.016.117.103,209.067.019.149,4
230.001.010.020,172.016.112.050,4
135.013.216.191,172.016.113.050,4
010.020.030.040,172.016.112.050,4
209.001.012.199,172.016.112.050,4
010.020.030.040,172.016.112.050,4
192.168.001.001,194.027.251.021,4
230.001.010.020,172.016.112.050,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
192.168.001.001,194.027.251.021,4
166.102.114.043,172.016.113.050,4
172.016.112.207,208.134.241.210,4
010.020.030.040,172.016.112.050,4
172.016.112.020,192.168.001.010,4
192.168.001.001,194.027.251.021,4
194.027.251.021,192.168.001.001,4
010.020.030.040,172.016.112.050,4
192.168.001.001,194.027.251.021,4
172.016.113.204,205.185.055.049,4
166.102.114.043,172.016.113.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
207.230.054.203,192.168.001.001,4
172.016.117.103,209.067.029.011,4
010.020.030.040,172.016.112.050,4
135.013.216.191,172.016.113.050,4
010.020.030.040,172.016.112.050,4
208.253.077.185,172.016.113.050,4
172.016.116.044,134.205.165.120,4
166.102.114.043,172.016.113.050,4
230.001.010.020,172.016.112.050,4
209.030.071.165,172.016.116.044,4
166.102.114.043,172.016.113.050,4
172.016.114.168,194.027.251.021,4
172.016.117.132,204.026.122.003,4
194.027.251.021,192.168.001.001,4
194.027.251.021,192.168.001.001,4
172.016.112.020,196.227.033.189,4
010.020.030.040,172.016.112.050,4
199.174.194.228,172.016.114.050,4
207.230.054.203,192.168.001.001,4
172.016.113.084,153.090.002.002,4
135.013.216.191,172.016.113.050,4
172.016.117.103,207.077.090.015,4
192.168.001.010,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.116.201,038.242.041.003,4
010.020.030.040,172.016.112.050,4
172.016.114.050,153.107.252.157,4
172.016.117.103,207.025.071.028,4
207.230.054.203,192.168.001.001,4
194.007.248.153,172.016.114.098,4
172.016.112.194,160.147.068.021,4
192.168.001.001,194.027.251.021,4
010.020.030.040,172.016.112.050,4
153.107.252.185,172.016.112.050,4
230.001.010.020,172.016.112.050,4
172.016.117.111,134.205.165.120,4
010.020.030.040,172.016.112.050,4
209.074.060.168,172.016.113.050,4
172.016.116.194,209.066.032.016,4
207.230.054.203,192.168.001.001,4
172.016.115.087,205.181.112.065,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.113.204,128.165.003.021,4
172.016.116.044,209.001.224.014,4
172.016.112.149,207.077.090.015,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
172.016.116.201,199.095.074.090,4
010.020.030.040,172.016.112.050,4
194.027.251.021,192.168.001.001,4
010.020.030.040,172.016.112.050,4
192.168.001.010,172.016.112.020,4
172.016.112.149,207.034.064.161,4
209.074.060.168,172.016.113.050,4
230.001.010.020,172.016.112.050,4
192.168.001.001,207.230.054.203,4
010.020.030.040,172.016.112.050,4
194.027.251.021,192.168.001.001,4
195.073.151.050,172.016.114.050,4
172.016.114.148,209.143.199.067,4
172.016.113.105,135.013.216.191,4
172.016.116.194,208.134.241.210,4
010.020.030.040,172.016.112.050,4
172.016.115.234,152.003.065.120,4
172.016.117.111,206.016.246.155,4
010.020.030.040,172.016.112.050,4
166.102.114.043,172.016.113.050,4
195.115.218.108,172.016.114.050,4
204.233.047.021,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.114.148,152.163.210.010,4
199.174.194.173,172.016.114.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
194.027.251.021,192.168.001.001,4
172.016.114.168,134.205.165.120,4
172.016.114.169,204.202.136.230,4
010.020.030.040,172.016.112.050,4
192.168.001.001,194.027.251.021,4
192.168.001.005,192.168.001.001,4
192.168.001.001,194.027.251.021,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.114.168,207.198.157.120,4
230.001.010.020,172.016.112.050,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.113.084,206.146.143.060,4
010.020.030.040,172.016.112.050,4
196.227.033.189,172.016.114.050,4
172.016.113.084,152.163.212.173,4
194.027.251.021,192.168.001.001,4
199.174.194.103,172.016.114.050,4
010.020.030.040,172.016.112.050,4
172.016.112.149,207.068.161.038,4
172.016.112.207,135.008.060.182,4
172.016.112.194,146.201.010.002,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
192.168.001.001,208.239.005.230,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.114.148,152.163.210.052,4
010.020.030.040,172.016.112.050,4
194.027.251.021,192.168.001.001,4
192.168.001.001,194.027.251.021,4
166.102.114.043,172.016.113.050,4
010.020.030.040,172.016.112.050,4
194.027.251.021,192.168.001.001,4
209.001.012.091,172.016.112.050,4
192.168.001.001,194.027.251.021,4
230.001.010.020,172.016.112.050,4
172.016.113.105,199.095.074.090,4
192.168.001.010,172.016.113.050,4
209.074.060.168,172.016.113.050,4
172.016.116.044,207.025.071.127,4
172.016.117.103,208.134.241.211,4
172.016.114.169,207.068.161.031,4
135.013.216.191,172.016.113.084,4
230.001.010.020,172.016.112.050,4
172.016.112.020,192.168.001.010,4
197.218.177.069,172.016.112.207,4
172.016.112.149,196.037.075.158,4
209.154.098.104,172.016.114.050,4
135.013.216.191,172.016.113.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
166.102.114.043,172.016.113.050,4
166.102.114.043,172.016.113.050,4
192.168.001.005,192.168.001.001,4
207.230.054.203,192.168.001.001,4
207.103.080.104,172.016.114.050,4
135.013.216.191,172.016.113.050,4
172.016.114.050,196.227.033.006,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.112.207,196.227.033.189,4
192.168.001.010,192.168.001.001,4
010.020.030.040,172.016.112.050,4
194.027.251.021,172.016.112.020,4
172.016.117.052,206.071.077.250,4
172.016.116.044,167.008.029.015,4
172.016.114.148,152.163.210.011,4
172.016.113.084,208.001.233.222,4
172.016.112.149,204.202.136.230,4
209.001.012.199,172.016.114.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
209.074.060.089,172.016.112.050,4
172.016.117.052,206.079.179.171,4
135.013.216.191,172.016.113.050,4
199.174.194.146,172.016.114.050,4
010.020.030.040,172.016.112.050,4
230.001.010.020,172.016.112.050,4
172.016.117.103,205.181.112.065,4
172.016.117.052,209.001.236.048,4
192.168.001.001,207.230.054.203,4
192.168.001.001,192.168.001.010,4
172.016.113.084,205.181.112.065,4
010.020.030.040,172.016.112.050,4
010.020.030.040,172.016.112.050,4
172.016.115.005,207.211.106.040,4
135.013.216.191,172.016.113.050,4
192.168.001.001,194.027.251.021,4
207.230.054.203,192.168.001.001,4
230.001.010.020,172.016.112.050,4
172.016.117.111,195.173.130.227,4
172.016.113.084,207.025.071.029,4
166.102.114.043,172.016.113.050,4
010.020.030.040,172.016.112.050,4
135.013.216.191,172.016.113.050,4
194.027.251.021,192.168.001.001,4
010.020.030.040,172.016.112.050,4
172.016.112.194,206.119.005.177,4
010.020.030.040,172.016.112.050,4
194.027.251.021,192.168.001.001,4
194.027.251.021,192.168.001.001,4
194.027.251.021,192.168.001.001,4
